#size=26740 ncols=2 descr=hg18-htm
#chrom expression
1	10.0
1	13.0
1	286.0
1	0
1	1.0
1	8.0
1	3.0
1	4.0
1	37.0
1	34.0
1	15.0
1	6.0
1	185.0
1	729.0
1	117.0
1	13.0
1	42.0
1	184.0
1	257.0
1	120.0
1	26.0
1	33.0
1	81.0
1	27.0
1	17.0
1	3.0
1	17.0
1	11.0
1	132.0
1	48.0
1	7.0
1	195.0
1	48.0
1	162.0
1	143.0
1	179.0
1	200.0
1	12.0
1	319.0
1	177.0
1	163.0
1	321.0
1	3.0
1	486.0
1	172.0
1	877.0
1	46.0
1	100.0
1	432.0
1	30.0
1	183.0
1	29.0
1	549.0
1	29.0
1	9.0
1	154.0
1	6.0
1	166.0
1	1078.0
1	20.0
1	49.0
1	1.0
1	0
1	91.0
1	383.0
1	410.0
1	1.0
1	12.0
1	447.0
1	220.0
1	266.0
1	31.0
1	103.0
1	36.0
1	18.0
1	2.0
1	131.0
1	4.0
1	93.0
1	10.0
1	9.0
1	2.0
1	9.0
1	95.0
1	25.0
1	7.0
1	114.0
1	779.0
1	61.0
1	7.0
1	227.0
1	42.0
1	2.0
1	156.0
1	8.0
1	249.0
1	426.0
1	31.0
1	145.0
1	15.0
1	3.0
1	0
1	17.0
1	14.0
1	0
1	4.0
1	13.0
1	81.0
1	79.0
1	2325.0
1	25.0
1	172.0
1	1.0
1	0
1	414.0
1	7.0
1	129.0
1	64.0
1	174.0
1	33.0
1	403.0
1	38.0
1	301.0
1	64.0
1	55.0
1	27.0
1	1.0
1	17.0
1	443.0
1	4.0
1	1.0
1	6.0
1	95.0
1	193.0
1	6.0
1	9.0
1	429.0
1	14.0
1	2.0
1	298.0
1	23.0
1	282.0
1	5.0
1	730.0
1	7.0
1	5.0
1	135.0
1	9.0
1	98.0
1	26.0
1	6.0
1	207.0
1	80.0
1	92.0
1	46.0
1	77.0
1	0
1	13.0
1	2736.0
1	285.0
1	153.0
1	45.0
1	21.0
1	87.0
1	218.0
1	937.0
1	86.0
1	75.0
1	62.0
1	187.0
1	148.0
1	8.0
1	344.0
1	42.0
1	70.0
1	274.0
1	121.0
1	2.0
1	166.0
1	37.0
1	54.0
1	39.0
1	0
1	75.0
1	582.0
1	80.0
1	223.0
1	622.0
1	46.0
1	277.0
1	15.0
1	48.0
1	118.0
1	101.0
1	6.0
1	168.0
1	141.0
1	100.0
1	27.0
1	4.0
1	41.0
1	88.0
1	187.0
1	1.0
1	3.0
1	143.0
1	3.0
1	77.0
1	0
1	37.0
1	2.0
1	3.0
1	0
1	3.0
1	0
1	2.0
1	0
1	2.0
1	34.0
1	140.0
1	413.0
1	1.0
1	61.0
1	13.0
1	1.0
1	155.0
1	0
1	18.0
1	5.0
1	0
1	529.0
1	301.0
1	216.0
1	43.0
1	34.0
1	392.0
1	52.0
1	2.0
1	10.0
1	46.0
1	243.0
1	3.0
1	926.0
1	2056.0
1	75.0
1	44.0
1	14.0
1	318.0
1	9.0
1	32.0
1	17.0
1	6.0
1	182.0
1	137.0
1	41.0
1	9.0
1	97.0
1	447.0
1	2.0
1	116.0
1	26.0
1	14.0
1	3.0
1	0
1	137.0
1	0
1	84.0
1	65.0
1	4.0
1	3.0
1	5.0
1	71.0
1	1.0
1	2.0
1	106.0
1	472.0
1	415.0
1	419.0
1	126.0
1	20.0
1	2.0
1	20.0
1	1.0
1	169.0
1	88.0
1	10.0
1	2.0
1	2.0
1	116.0
1	2.0
1	3.0
1	245.0
1	243.0
1	364.0
1	6.0
1	102.0
1	176.0
1	19.0
1	81.0
1	69.0
1	3.0
1	917.0
1	444.0
1	1.0
1	493.0
1	14.0
1	676.0
1	2.0
1	51.0
1	2.0
